name,lon,lat,district,address,desc,category
红砖厂创意园,113.3700,23.1280,天河区,广东省广州市天河区员村四横路128号,由旧罐头厂改造的广州最老牌文创园，红砖厂房和艺术装置散布园区，定期举办艺术展览,文化艺术
华南植物园,113.3670,23.1880,天河区,广东省广州市天河区天源路1190号,中国最大的南亚热带植物园，温室群和木兰园是两大亮点，落羽杉林秋季变红美不胜收,自然风光
广州购书中心,113.3260,23.1330,天河区,广东省广州市天河区天河路123号,广州最大的综合书店，被誉为神州第一书城，周末的名家讲座和文化活动吸引大量市民,文化艺术
白云湖,113.2250,23.2150,白云区,广东省广州市白云区石井大道,广州最大的人工湖也是国家级水利风景区，环湖骑行道和湿地观鸟区是亲近自然的绝佳选择,自然风光
云台花园,113.2980,23.1650,白云区,广东省广州市白云区广园中路801号,白云山脚下的西式园林花园，以玫瑰园和喷泉闻名，每年春节郁金香花展吸引数十万游客,自然风光
萝岗香雪公园,113.5020,23.1730,黄埔区,广东省广州市黄埔区萝岗镇,广州著名的赏梅胜地，每年冬至前后十里梅花盛开如雪，是羊城八景之一,城市公园
余荫山房,113.3960,22.9380,番禺区,广东省广州市番禺区南村镇,广东四大名园之一建于清代，小巧玲珑的岭南园林以夹墙竹和浣红跨绿桥闻名,自然风光
莲花山,113.5080,22.9880,番禺区,广东省广州市番禺区石楼镇,拥有2200年历史的古采石场遗址和高达40米的望海观音金像，是广州的祈福圣地和海滨风景区,自然风光
大夫山森林公园,113.3460,22.9370,番禺区,广东省广州市番禺区禺山西路668号,番禺的城市森林氧吧，连绵山丘和湖泊适合骑行烧烤和亲子露营,自然风光
南沙天后宫,113.6290,22.7630,南沙区,广东省广州市南沙区天后路,东南亚最大的妈祖庙面朝伶仃洋，高达14.5米的天后石像慈祥庄重，每年妈祖诞辰庙会盛大隆重,宗教寺庙
百万葵园,113.6420,22.6650,南沙区,广东省广州市南沙区万顷沙镇,以向日葵为主题的花海景区，四季各有不同花海，薰衣草和郁金香等轮番盛开适合拍照,自然风光
南沙湿地公园,113.6500,22.7100,南沙区,广东省广州市南沙区万顷沙镇,广州最大的滨海湿地也是候鸟天堂，乘船穿越芦苇荡可观赏白鹭和黑脸琵鹭等珍稀鸟类,自然风光
花都湖,113.2160,23.3920,花都区,广东省广州市花都区新华路,花都最大的城市湿地公园，环湖绿道和桃花湾是市民休闲热门地，春季桃花盛开时美如画卷,自然风光
圆玄道观,113.1890,23.4190,花都区,广东省广州市花都区新华镇,广东最大的道观之一以三清殿和元辰殿闻名，建筑融合岭南和北方宫殿风格气势恢宏,宗教寺庙
石头记矿物园,113.2220,23.4170,花都区,广东省广州市花都区珠宝城,全球首个以矿物为主题的大型石文化博览园，地下奇石世界展示了各种水晶和宝石原矿,文化艺术
流溪河国家森林公园,113.7540,23.6580,从化区,广东省广州市从化区流溪河林场,广州北部的天然森林氧吧，流溪湖和五指山是其两大核心景区，秋季红叶和梅花最为美丽,自然风光
石门国家森林公园,113.7520,23.6380,从化区,广东省广州市从化区温泉镇,广州最高峰天堂顶所在地，春季油菜花海和秋季红叶是其两大名片，是摄影爱好者的天堂,自然风光
从化温泉,113.6550,23.6500,从化区,广东省广州市从化区温泉镇,闻名遐迩的岭南第一温泉，含氡苏打温泉水质优良，从化荔枝成熟时节泡温泉品荔枝是夏日极致享受,温泉度假
白水寨,113.7970,23.4770,增城区,广东省广州市增城区派潭镇,拥有落差达428.5米的白水仙瀑是中国大陆落差最大的瀑布，亲水栈道可近距离感受飞瀑的震撼,自然风光
增城挂绿湖,113.8230,23.2760,增城区,广东省广州市增城区荔城街,增城最大的人工湖，湖边的挂绿荔枝雕塑是增城荔枝文化的象征，环湖骑行和野餐是周末热门,自然风光
何仙姑文化旅游区,113.8650,23.2900,增城区,广东省广州市增城区小楼镇,八仙中唯一女性何仙姑的故乡，何仙姑家庙和千年古藤是两大景点，每年仙姑诞辰庆典热闹非凡,宗教寺庙
广州艺术博物院,113.3100,23.1450,越秀区,广东省广州市越秀区麓湖路13号,收藏岭南画派和广东历代书画精品的美术馆，建筑设计融合岭南园林和现代元素,文化艺术
二沙岛,113.3050,23.1140,越秀区,广东省广州市越秀区二沙岛,珠江中的富人岛，星海音乐厅和广东美术馆坐落岛上，沿江绿道是广州最美跑步路线,文化艺术
东山口,113.2950,23.1280,越秀区,广东省广州市越秀区东山口,广州最文艺的老城区，遍布民国时期华侨别墅和红砖洋房，独立咖啡馆和买手店让老洋房焕发新生,自然风光
荔湾湖公园,113.2350,23.1260,荔湾区,广东省广州市荔湾区龙津西路,老西关的诗意园林，园内有荔湾博物馆和海山仙馆，可乘仿古画舫游湖感受西关风情,自然风光
琶洲会展中心,113.3770,23.1020,海珠区,广东省广州市海珠区阅江中路380号,亚洲最大的会展中心，广交会的永久举办地，建筑如珠江边的巨型波浪,建筑地标
广州地铁博物馆,113.3350,23.1020,海珠区,广东省广州市海珠区新港东路1238号,展示广州地铁发展历程的互动体验馆，可以模拟地铁驾驶和隧道盾构挖掘,博物馆/纪念馆
广东科学中心,113.3670,23.0450,番禺区,广东省广州市番禺区大学城科普路168号,全球最大的科学馆之一，外观如木棉花造型，数百个互动展项让科学变得好玩有趣,博物馆/纪念馆
大学城,113.3850,23.0500,番禺区,广东省广州市番禺区大学城,汇聚中山大学和华南理工等十所高校的大学城，中心湖公园是大学生最爱的休闲地,自然风光
广州动物园海洋馆,113.3100,23.1450,越秀区,广东省广州市越秀区先烈中路120号,广州动物园内的海洋主题展馆，海豚和海狮表演精彩绝伦，海底隧道漫步感受海洋世界,主题乐园
珠江夜游,113.2600,23.1100,越秀区,广东省广州市越秀区沿江中路天字码头,广州经典夜间旅游项目，乘船欣赏珠江两岸灯火辉煌的夜景，广州塔和猎德大桥是最美拍摄点,建筑地标
黄埔古港,113.3900,23.0870,海珠区,广东省广州市海珠区黄埔村,海上丝绸之路的起点之一，古港口遗址和粤海第一关纪念馆讲述着广州千年商贸历史，黄埔炒蛋和艇仔粥是必尝美食,历史遗迹
太古汇,113.3320,23.1310,天河区,广东省广州市天河区天河路383号,广州最高端的购物中心之一，汇集国际奢侈品牌和米其林餐厅，建筑设计现代感十足,购物商圈
天环广场,113.3270,23.1300,天河区,广东省广州市天河区天河路218号,天河商圈的核心开放式购物公园，双鱼造型的建筑如太极般盘旋，是广州年轻人的潮流聚集地,购物商圈
白云国际机场,113.3100,23.3900,花都区,广东省广州市花都区机场大道,中国三大航空枢纽之一，T2航站楼的天空舞台和岭南园林设计展示了广州的国际化与传统文化交融,建筑地标
海珠湖,113.3330,23.0770,海珠区,广东省广州市海珠区新滘中路,海珠湿地核心的城中湖泊，环湖木栈道适合散步观鸟，每年春节期间数万株郁金香绽放,自然风光
广州文化公园,113.2530,23.1130,荔湾区,广东省广州市荔湾区西堤二马路37号,广州历史最悠久的综合性公园，每年元宵灯会和中秋灯会吸引大量市民，老广的集体记忆,城市公园
儿童公园,113.3370,23.1150,天河区,广东省广州市天河区珠江新城金穗路,广州最大的儿童主题公园，各种游乐设施和戏水区让孩子们尽情玩耍，周末人山人海,城市公园
华南农业大学,113.3610,23.1580,天河区,广东省广州市天河区五山路483号,百年农业学府校园内紫荆花和樱花大道春天美如画卷，华农酸奶是广州人的青春记忆,高校学府
暨南大学,113.3540,23.1290,天河区,广东省广州市天河区黄埔大道西601号,中国第一所华侨高等学府，校园内万国墙和明湖是其标志景观，多元文化交融,高校学府
澳门街,113.2750,23.1170,越秀区,广东省广州市越秀区惠福东路,广州著名的美食街以惠福东路为核心，云吞面和煲仔饭等广式美食遍布，是吃货的天堂,美食街区
龙洞美食广场,113.3710,23.1900,天河区,广东省广州市天河区龙洞,广州东北部最大的美食聚集地，各种大排档和烧烤店深夜依然热闹，物美价廉深受学生喜爱,购物商圈
猎德大桥,113.3350,23.1100,天河区,广东省广州市天河区猎德大桥,横跨珠江的现代悬索桥如贝壳般优雅，桥上人行道是拍摄珠江新城天际线的热门机位,建筑地标
海印桥,113.2900,23.1120,越秀区,广东省广州市越秀区海印大桥,珠江上造型独特的斜拉桥，夜晚灯光璀璨如竖琴横卧江面，连接越秀和海珠两岸,建筑地标
广东省立中山图书馆,113.2810,23.1310,越秀区,广东省广州市越秀区文明路213号,广东最古老的公共图书馆馆藏丰富，百年建筑中庭院清幽，是广州的爱书人圣地,自然风光
广州起义烈士陵园,113.2840,23.1310,越秀区,广东省广州市越秀区中山二路92号,纪念广州起义烈士的陵园，园内红花岗和血谊亭庄严肃穆，木棉花开时节尤为壮观,历史遗迹
火炉山森林公园,113.4010,23.1760,天河区,广东省广州市天河区火炉山,广州东部热门登山目的地，山顶巨石如火焰升腾，可俯瞰天河CBD和科学城全景,自然风光
天鹿湖森林公园,113.4460,23.2120,黄埔区,广东省广州市黄埔区联和街,以千亩禾雀花闻名的森林公园，每年三月禾雀花盛开时节如万鸟栖息，登山道穿行于花海之中,自然风光
香雪公园,113.5020,23.1730,黄埔区,广东省广州市黄埔区萝岗镇,萝岗香雪是羊城八景之一，梅林如海冬至时节梅花盛开如白雪覆盖山野，清雅幽香弥漫山谷,城市公园
从化宝趣玫瑰世界,113.6200,23.6400,从化区,广东省广州市从化区城郊街,华南最大的玫瑰主题公园，上千种玫瑰花竞相绽放，打造了欧式花园和风车等浪漫场景,城市公园
增城白水仙瀑,113.7970,23.4770,增城区,广东省广州市增城区派潭镇白水寨,落差428.5米的中国大陆最大瀑布，远观如银河落九天，亲水栈道体验飞瀑扑面,自然风光
岭南花卉市场,113.2220,23.1150,荔湾区,广东省广州市荔湾区芳村大道,全国最大的花卉集散地之一，鲜切花和盆栽琳琅满目价格实惠，春节前逛花市是老广的传统习俗,购物商圈
十香园,113.2700,23.1000,海珠区,广东省广州市海珠区江南大道中,岭南画派发源地居廉和居巢的故居，小巧精致的岭南庭园内保留着画室和百年紫藤,历史遗迹
粤剧艺术博物馆,113.2380,23.1150,荔湾区,广东省广州市荔湾区恩宁路127号,永庆坊旁的岭南园林式博物馆，展示粤剧历史和戏服道具，定期有粤剧折子戏现场演出,博物馆/纪念馆
广州海事博物馆,113.4970,23.0800,黄埔区,广东省广州市黄埔区港前路,展示广州海上丝绸之路和南海神庙历史的专题博物馆，帆船模型和古代海图让人穿越千年,历史遗迹
邓世昌纪念馆,113.2720,23.0950,海珠区,广东省广州市海珠区宝岗大道龙涎里2号,纪念甲午海战民族英雄邓世昌的纪念馆，邓氏宗祠内陈列邓世昌生平事迹和海战文物,历史遗迹
光孝寺,113.2580,23.1320,越秀区,广东省广州市越秀区光孝路109号,广州最古老的佛教寺院有民谚未有羊城先有光孝之说，六祖惠能在此剃度，寺内千年菩提和瘗发塔最为珍贵,宗教寺庙
六榕寺,113.2630,23.1320,越秀区,广东省广州市越秀区六榕路87号,以花塔闻名始建于南朝梁代，苏轼题写六榕二字得名，花塔高57米可登塔俯瞰老城区,宗教寺庙
华林寺,113.2460,23.1190,荔湾区,广东省广州市荔湾区下九路,广州五大丛林之一达摩祖师西来初地，寺内有五百罗汉堂和达摩祖师像，是禅宗祖庭,宗教寺庙
纯阳观,113.3130,23.0950,海珠区,广东省广州市海珠区新港西路,广州最大的道教宫观以岭南建筑风格著称，阮元题写的纯阳观三字和观内百年古树是其特色,宗教寺庙
东方宝泰,113.3320,23.1500,天河区,广东省广州市天河区林和中路63号,广州东站旁的大型购物中心，无印良品和优衣库等日系品牌聚集，负一层美食广场人气爆棚,购物商圈
高德置地广场,113.3270,23.1200,天河区,广东省广州市天河区花城大道85号,珠江新城核心地段的商业综合体，春夏秋冬四个主题广场各具特色,购物商圈
万菱汇,113.3320,23.1310,天河区,广东省广州市天河区天河路230号,天河商圈的大型商场以潮流服饰和网红餐饮著称，空中花园可以眺望天河体育中心,购物商圈
文明路糖水街,113.2780,23.1260,越秀区,广东省广州市越秀区文明路,广州最著名的甜品一条街，百花甜品和玫瑰甜品等老字号云集，双皮奶和杨枝甘露是广式糖水的代表,美食街区
宝业路美食街,113.2700,23.0950,海珠区,广东省广州市海珠区宝业路,海珠区最热闹的宵夜一条街，大排档和小龙虾是主角，凌晨两三点依然食客如织,美食街区
西关大屋,113.2400,23.1200,荔湾区,广东省广州市荔湾区逢源路,广州传统民居的代表青砖石脚和趟栊门是其三大特征，三开间布局展现岭南建筑的独特魅力,历史街区
岭南中医药博物馆,113.2680,23.1400,越秀区,广东省广州市越秀区解放北路,展示岭南中医药文化的专题博物馆，神农草堂种植数百种中草药，可以体验传统制药工艺,博物馆/纪念馆
员村红砖厂,113.3700,23.1280,天河区,广东省广州市天河区员村四横路,广州最有名的文创园之一，废弃罐头厂改造的红砖厂房中隐藏着画廊和设计师店铺,文化艺术
信义会馆,113.2480,23.1080,荔湾区,广东省广州市荔湾区芳村大道,由德国教堂和旧仓库改造的文化艺术区，紧邻珠江白鹅潭，红砖建筑和江景露台是其特色,文化艺术
1850创意园,113.2450,23.1080,荔湾区,广东省广州市荔湾区芳村大道东200号,由旧化工厂改造的文创园，巨大的烟囱和工业管道与当代艺术装置共生,文化艺术
广州兰圃,113.2670,23.1410,越秀区,广东省广州市越秀区解放北路901号,中国最大的兰花主题公园，上千种兰花在岭南园林中竞相开放，清幽雅致是闹市中的一方净土,城市公园
麓湖公园,113.2950,23.1450,越秀区,广东省广州市越秀区麓湖路,白云山脚下的城市湖泊公园，环湖绿道可以骑行，高尔夫球场和星海园坐落其中,自然风光
流花湖公园,113.2550,23.1380,越秀区,广东省广州市越秀区流花路100号,以湖中白宫建筑闻名的市区公园，水上城堡倒映湖中如童话世界，荷花和落羽杉四季变换,城市公园
东山湖公园,113.2850,23.1220,越秀区,广东省广州市越秀区东湖路,越秀区的城市绿洲以九曲桥闻名，湖心岛上的茶座可以边喝茶边赏湖景，紫荆花季美不胜收,自然风光
晓港公园,113.2830,23.0950,海珠区,广东省广州市海珠区前进路,海珠老城区的市民公园以竹林和古城墙遗址著称，园内竹类品种繁多适合休闲散步,历史遗迹
天河公园,113.3670,23.1270,天河区,广东省广州市天河区中山大道,天河区的城市绿肺，百花园和粤晖园展现岭南园林风格，邓世昌衣冠冢坐落园中,城市公园
珠江公园,113.3350,23.1200,天河区,广东省广州市天河区金穗路900号,珠江新城的CBD绿洲，棕榈园和荫生植物区展现热带风情，都市白领午休的好去处,城市公园
大佛寺,113.2700,23.1250,越秀区,广东省广州市越秀区惠福东路惠新中街21号,北京路旁的仿古佛寺夜晚灯火辉煌如千与千寻场景，寺内大雄宝殿的三尊大佛庄严壮观,宗教寺庙
海幢寺,113.2630,23.1050,海珠区,广东省广州市海珠区南华中路188号,广州五大丛林之一以寺内古树众多闻名，大雄宝殿和天王殿气势恢宏，寺内素斋颇受好评,宗教寺庙
华侨新村,113.2900,23.1380,越秀区,广东省广州市越秀区华侨新村,广州最早的华侨别墅区，红砖独栋别墅和花园讲述着华侨故事，如今是文艺小店和私房菜馆的聚集地,城市公园
小洲村,113.3630,23.0650,海珠区,广东省广州市海珠区小洲村,广州最后的岭南水乡古村艺术家聚集地，河涌小桥和蚝壳屋保存了原汁原味的广府水乡风貌,特色村落
塱头古村,113.2290,23.3810,花都区,广东省广州市花都区炭步镇,广州保存最完好的明清古村落，黄氏祖祠和友兰公祠等数十座祠堂古建筑群规模宏大,特色村落
钱岗古村,113.6400,23.5800,从化区,广东省广州市从化区太平镇,从化的宋代古村落广裕祠是国家级文保，古村迷宫般的巷道和碉楼保存了广府古村的原貌,历史街区
大岭村,113.4500,22.9600,番禺区,广东省广州市番禺区石楼镇,番禺800年历史的古村落，大岭龙舟和显宗祠是其文化符号，古榕树下老人在下棋聊天如世外桃源,特色村落
海珠桥,113.2660,23.1120,海珠区,广东省广州市海珠区海珠桥,广州第一座跨珠江大桥建于1933年，钢铁桁架结构是广州近代工业的象征，夜景尤为壮观,建筑地标
洛溪大桥,113.3020,23.0550,番禺区,广东省广州市番禺区洛溪大桥,连接海珠和番禺的珠江大桥，是中国第一座预应力混凝土连续刚构桥，桥下是繁忙的洛溪渔港,建筑地标
广东工业大学,113.3750,23.0450,番禺区,广东省广州市番禺区大学城外环西路100号,大学城校区以工科见长，图书馆是现代建筑的代表，樱花季时湖畔樱花如云似霞,高校学府
广州大学,113.3800,23.0420,番禺区,广东省广州市番禺区大学城外环西路230号,大学城校区图书馆如一本翻开的巨书，博学笃行知行合一的校训石是其标志,高校学府
花城汇,113.3260,23.1200,天河区,广东省广州市天河区花城大道89号,珠江新城地下商业长廊，串联起广州塔和天河商圈，美食广场和潮流小店是年轻人的消费天堂,购物商圈
时尚天河,113.3260,23.1330,天河区,广东省广州市天河区天河路299号,天河体育中心地下的潮流购物街，夜上海和寻马街等主题街区充满复古风情,购物商圈
天德广场,113.3350,23.1100,天河区,广东省广州市天河区临江大道,珠江畔的新晋网红地标，裙楼如岭南锅耳屋造型，江景露台餐厅和酒吧是打卡新热点,购物商圈
保利世贸博览馆,113.3750,23.1020,海珠区,广东省广州市海珠区新港东路1000号,琶洲核心展馆之一，常年举办汽车展和家居展等大型展览，建筑设计现代大气,购物商圈
石门禅院,113.7520,23.6380,从化区,广东省广州市从化区温泉镇石门,石门国家森林公园内的古寺，隐藏在原始森林中的清净之地，晨钟暮鼓与鸟鸣松涛相伴,宗教寺庙
西关培正小学,113.2400,23.1180,荔湾区,广东省广州市荔湾区恩宁路,百年名校的红砖校舍是西关建筑的活标本，连广州最老的小学都有百年历史值得一看,历史街区
琶洲塔,113.3700,23.1000,海珠区,广东省广州市海珠区琶洲,明代古塔被称为琶洲砥柱，古代进出广州的船只以此塔为航标，是海上丝绸之路的见证,历史遗迹
赤岗塔,113.3280,23.1000,海珠区,广东省广州市海珠区赤岗,与琶洲塔和广州塔构成三塔一线的明代古塔，红砂岩塔身古朴庄重,历史遗迹
广州体育馆,113.2780,23.1470,白云区,广东省广州市白云区白云大道南783号,广州大型体育场馆常年举办演唱会和体育赛事，建筑如展翅大鹏,建筑地标
天河体育中心,113.3260,23.1350,天河区,广东省广州市天河区天河路299号,广州恒大主场和大型演唱会场馆，是广州体育文化的心脏地带,建筑地标
广东省美术馆,113.3030,23.1130,越秀区,广东省广州市越秀区二沙岛烟雨路38号,二沙岛上的当代美术馆，收藏大量岭南画派和现代艺术作品，建筑与自然融为一体,文化艺术
星海音乐厅,113.3050,23.1140,越秀区,广东省广州市越秀区二沙岛晴波路33号,二沙岛上如天鹅展翅的音乐殿堂，广州交响乐团常驻演出地，音响效果亚洲一流,文化艺术
岭南电商园,113.3100,23.0650,番禺区,广东省广州市番禺区厦滘,由旧工业区改造的电商直播和网红打卡基地，色彩斑斓的集装箱建筑群充满活力,文化艺术
