name,lon,lat,district,address,desc,category
鲁迅公园,121.4860,31.2750,虹口区,上海市虹口区四川北路2288号,纪念文学巨匠鲁迅的公园，内有鲁迅墓和鲁迅纪念馆，春天樱花盛开时是赏花胜地,博物馆/纪念馆
多伦路文化名人街,121.4880,31.2620,虹口区,上海市虹口区多伦路,浓缩了上海百年近代史的文化名街，鲁迅、郭沫若、茅盾等文豪曾在此居住，公馆建筑风格各异,文化艺术
北外滩滨江,121.4980,31.2500,虹口区,上海市虹口区东大名路,虹口滨江的现代化滨水休闲区，拥有国际邮轮码头和高端商业，隔江眺望陆家嘴天际线,城市公园
五角场,121.5200,31.3010,杨浦区,上海市杨浦区五角场,上海东北部的商业中心，五条主干道交汇形成的巨型环岛商圈，周边有复旦大学和同济大学等多所高校,高校学府
共青森林公园,121.5550,31.3300,杨浦区,上海市杨浦区军工路2000号,上海最大的城市森林之一，拥有大面积的香樟林和松树林，烧烤区和骑马场是周末热门项目,自然风光
M50创意园,121.4470,31.2520,普陀区,上海市普陀区莫干山路50号,上海最具影响力的当代艺术聚集区，由老纺织厂改造，入驻上百家画廊和艺术家工作室，展览免费开放,文化艺术
长风公园,121.3980,31.2280,普陀区,上海市普陀区大渡河路189号,以银锄湖和铁臂山为特色的市区公园，湖中可以划船，园内的长风海洋世界是亲子热门去处,自然风光
七宝古镇,121.3530,31.1570,闵行区,上海市闵行区七宝镇,上海最近的江南水乡古镇，七宝老街的美食一条街闻名遐迩，七宝羊肉和方糕是不可错过的地道小吃,历史街区
顾村公园,121.3720,31.3470,宝山区,上海市宝山区沪太路4788号,上海最大的郊野公园之一，每年三月樱花节期间万株樱花同时绽放，粉色花海如云似霞,城市公园
吴淞炮台湾湿地,121.5170,31.4000,宝山区,上海市宝山区塘后路206号,长江口的湿地森林公园，曾是清代海防炮台所在地，红树林和芦苇荡是观鸟胜地，江边日落格外壮美,自然风光
古猗园,121.3150,31.2970,嘉定区,上海市嘉定区南翔镇沪宜公路218号,上海五大古典园林之一，始建于明代，以绿竹猗猗和精巧的亭台水榭取胜，南翔小笼的发源地就在附近,城市公园
南翔古镇,121.3120,31.2950,嘉定区,上海市嘉定区南翔镇,上海历史最悠久的古镇之一，以南翔小笼闻名遐迩，古猗园和云翔寺双塔是标志性景点,宗教寺庙
金山城市沙滩,121.3510,30.6900,金山区,上海市金山区沪杭公路,上海最大的人工沙滩，沙质细软海水清澈，夏季举办音乐节和沙雕展，是上海人最近的滨海度假地,海滨沙滩
枫泾古镇,121.0200,30.8950,金山区,上海市金山区枫泾镇,上海保存最完好的江南水乡古镇之一，小桥流水人家风貌原汁原味，以枫泾黄酒和丁蹄闻名,历史街区
佘山国家森林公园,121.1900,31.1000,松江区,上海市松江区佘山镇,上海唯一的自然山林景区，西佘山上有远东最大天主教堂佘山圣母大教堂，东佘山有天文台和星空观测站,自然风光
广富林遗址,121.2050,31.0620,松江区,上海市松江区广富林路,上海历史文化之根，新石器时代至周代的古文化遗址，水下的遗址博物馆建筑群独特震撼,历史遗迹
上海欢乐谷,121.2150,31.0850,松江区,上海市松江区林湖路888号,上海大型主题游乐园，拥有众多刺激的过山车和水上项目，万圣节和跨年庆典精彩纷呈,主题乐园
朱家角古镇,121.0580,31.1150,青浦区,上海市青浦区朱家角镇,上海最著名的水乡古镇，放生桥横跨漕港河，北大街美食琳琅满目，乘乌篷船赏古镇风韵最是惬意,历史街区
东方绿舟,121.0200,31.1150,青浦区,上海市青浦区沪青平公路6888号,淀山湖畔的大型青少年活动基地，拥有仿真航空母舰和国防教育园，也是户外拓展和露营的热门目的地,自然风光
碧海金沙,121.6150,30.8150,奉贤区,上海市奉贤区海湾旅游区,上海南郊的大型水上乐园和沙滩景区，有各种水上运动和娱乐设施，夏季周末人潮涌动,海滨沙滩
海湾国家森林公园,121.6800,30.8600,奉贤区,上海市奉贤区海湾镇,上海最大的人工森林，拥有成片的水杉林和梅花林，二月梅花节和秋季红叶节是两大盛事,自然风光
东平国家森林公园,121.5000,31.6600,崇明区,上海市崇明区北沿公路,崇明岛上的大型森林公园，拥有茂密的森林和湿地生态，烧烤露营和森林骑行是最受欢迎的项目,自然风光
东滩湿地,121.9400,31.5150,崇明区,上海市崇明区东滩,上海最重要的鸟类自然保护区，每年春秋候鸟迁徙季节可观赏成千上万只候鸟在此停歇觅食,自然风光
明珠湖,121.3300,31.7300,崇明区,上海市崇明区绿华镇,崇明岛上最大的天然淡水湖，湖面宽阔水清鱼肥，环湖骑行和钓鱼是周末休闲的好方式,自然风光
武康路,121.4380,31.2080,徐汇区,上海市徐汇区武康路,与武康大楼相连的网红马路，道路两旁梧桐参天，分布着巴金故居和众多风格各异的百年老洋房,历史街区
思南公馆,121.4700,31.2160,黄浦区,上海市黄浦区思南路55号,由数十栋欧式花园洋房组成的街区，曾是众多名流和文人雅士的居所，如今咖啡馆与艺术空间让百年历史焕发新生,文化艺术
上海交响音乐厅,121.4550,31.2140,徐汇区,上海市徐汇区复兴中路1380号,以卓越音响效果著称的专业音乐厅，外观如巨型竹编马鞍，是上海交响乐团的常驻演出场所,文化艺术
上海当代艺术博物馆,121.5000,31.1950,浦东新区,上海市浦东新区苗江路678号,由原南市发电厂改造而成的当代艺术殿堂，巨大的工业烟囱成为艺术地标，是上海双年展的主场馆,博物馆/纪念馆
上海自然博物馆,121.4650,31.2380,静安区,上海市静安区北京西路510号,上海科技馆分馆，拥有29万余件标本藏品，恐龙骨架和非洲大草原场景令人震撼，建筑设计现代感十足,博物馆/纪念馆
四行仓库抗战纪念馆,121.4760,31.2480,静安区,上海市静安区光复路1号,1937年淞沪会战中八百壮士坚守的仓库遗址，弹孔累累的西墙是抗战精神的见证，馆内展陈震撼人心,历史遗迹
乍浦路桥,121.4905,31.2455,虹口区,上海市虹口区乍浦路桥,苏州河上的百年老桥，桥头是拍摄外滩和陆家嘴天际线的绝佳机位，清晨和黄昏时分摄影师云集,建筑地标
北外滩来福士,121.5040,31.2530,虹口区,上海市虹口区东大名路999号,北外滩的核心商业综合体，地下二层复刻了90年代上海弄堂场景，怀旧主题街区引发市民集体回忆,购物商圈
浦东美术馆,121.5040,31.2400,浦东新区,上海市浦东新区滨江大道2777号,由法国建筑师让·努维尔设计的当代美术馆，面向外滩的镜面大厅是热门打卡地，国际级展览轮番登场,文化艺术
上海大剧院,121.477,31.234,黄浦区,上海市黄浦区人民大道300号,人民广场旁的地标性文化殿堂，由法国建筑师设计，水晶宫般的玻璃大厅在夜晚璀璨夺目，常年上演国际级歌剧和芭蕾,文化艺术
上海音乐厅,121.478,31.229,黄浦区,上海市黄浦区延安东路523号,建于1930年的上海最老音乐厅，欧式古典建筑风格，音响效果卓越，是上海交响乐团和各类室内乐演出的殿堂,文化艺术
福州路文化街,121.481,31.233,黄浦区,上海市黄浦区福州路,上海百年文化名街，汇集了上海书城、古籍书店和众多美术用品店，书香墨韵中感受上海的文化底蕴,文化艺术
云南南路美食街,121.483,31.229,黄浦区,上海市黄浦区云南南路,上海最老牌的美食街之一，小绍兴白斩鸡、鲜得来排骨年糕和德大西菜社等老字号云集，是老上海味道的代表,美食街区
上海笔墨博物馆,121.4765,31.234,黄浦区,上海市黄浦区福州路429号,展示中国文房四宝文化的专题博物馆，陈列了历代名砚和珍贵毛笔，可以亲手体验传统书法和拓印,博物馆/纪念馆
大世界,121.481,31.231,黄浦区,上海市黄浦区西藏南路1号,有百年历史的上海娱乐地标，以哈哈镜和各种民间曲艺表演闻名，是上海海派文化的活化石,文化艺术
静安雕塑公园,121.455,31.231,静安区,上海市静安区石门二路128号,上海市中心唯一的雕塑主题公园，陈列了来自世界各地的现代雕塑作品，春季梅花和樱花盛开尤其美丽,城市公园
马勒别墅,121.457,31.225,静安区,上海市静安区陕西南路30号,由英籍犹太富商马勒建造的童话城堡式别墅，挪威风格尖塔和彩色玻璃如梦似幻，现为精品酒店对外开放参观,建筑地标
同乐坊,121.452,31.233,静安区,上海市静安区余姚路60号,由老弄堂工厂改造的时尚休闲区，聚集了各国风味餐厅和设计师店铺，红色砖墙与玻璃幕墙形成新旧对比,文化艺术
静安大悦城,121.46,31.24,静安区,上海市静安区西藏北路166号,静安区北翼的大型购物中心，屋顶摩天轮SKYRING是上海浪漫地标，可以俯瞰苏州河两岸风光,购物商圈
上海自然博物馆,121.465,31.238,静安区,上海市静安区北京西路510号,上海科技馆分馆，拥有29万余件标本藏品，恐龙骨架和非洲大草原场景令人震撼，建筑设计现代感十足,博物馆/纪念馆
四行仓库抗战纪念馆,121.476,31.248,静安区,上海市静安区光复路1号,1937年淞沪会战中八百壮士坚守的仓库遗址，弹孔累累的西墙是抗战精神的见证，馆内展陈震撼人心,历史遗迹
上海电影博物馆,121.441,31.2,徐汇区,上海市徐汇区漕溪北路595号,位于原上海电影制片厂旧址，展示中国电影的百年历程，可以体验配音和绿幕特效等互动项目,博物馆/纪念馆
巴金故居,121.439,31.21,徐汇区,上海市徐汇区武康路113号,文学巨匠巴金在上海的寓所，花园洋房内保留着巴金生前的书房和手稿，庭院里巴金亲手种植的樱花树仍在盛开,城市公园
上海交通大学(徐汇校区),121.435,31.202,徐汇区,上海市徐汇区华山路1954号,中国历史最悠久的高等学府之一，校园内老图书馆、中院和执信西斋等百年建筑群见证了交大的辉煌,高校学府
桂林公园,121.424,31.166,徐汇区,上海市徐汇区桂林路128号,原为黄金荣私人花园，典型的江南园林风格，园内遍植桂花树，每年中秋桂花飘香时举办赏桂游园会,城市公园
徐家汇源,121.441,31.194,徐汇区,上海市徐汇区蒲西路166号,徐家汇的历史文化核心区，以徐光启纪念馆、徐家汇天主教堂和徐家汇藏书楼为代表的近代中西文化交流见证地,宗教寺庙
光启公园,121.436,31.191,徐汇区,上海市徐汇区南丹路17号,纪念明代科学家徐光启的公园，徐光启墓和纪念馆坐落其中，公园幽静古朴适合散步沉思,城市公园
刘海粟美术馆,121.42,31.215,长宁区,上海市长宁区延安西路1609号,以近代美术大师刘海粟命名，收藏了大量刘海粟和近现代艺术家的作品，建筑设计融合海派风格,文化艺术
天山公园,121.408,31.216,长宁区,上海市长宁区延安西路1731号,长宁市民休闲的绿洲，园内葫芦湖可以划船，牡丹园春季花开富丽堂皇，是市区难得的安静角落,自然风光
红坊创意园,121.422,31.21,长宁区,上海市长宁区淮海西路570号,由原上钢十厂改造的艺术园区，红色砖墙厂房中入驻了画廊和设计工作室，巨大的户外雕塑草坪免费开放,文化艺术
上海海洋水族馆,121.506,31.241,浦东新区,上海市浦东新区陆家嘴环路1388号,世界最大的人造海洋水族馆之一，拥有155米长的海底隧道，可以近距离观赏鲨鱼和海龟从头顶游过,主题乐园
金茂大厦88层观光厅,121.5065,31.239,浦东新区,上海市浦东新区世纪大道88号,420米高空的全景观光厅，透过玻璃幕墙可一览浦江两岸壮丽风光，云中漫步体验惊险刺激,建筑地标
中华艺术宫,121.496,31.186,浦东新区,上海市浦东新区上南路205号,由原世博会中国馆改造而成的国家级美术馆，多媒体版清明上河图是镇馆之宝，红色斗拱建筑造型气势恢宏,文化艺术
滨江大道,121.504,31.242,浦东新区,上海市浦东新区滨江大道,陆家嘴滨江的景观步道，与外滩隔江相望，是跑步骑行和欣赏日落的热门路线，夜晚灯光璀璨,城市公园
上海野生动物园,121.71,31.06,浦东新区,上海市浦东新区南六公路178号,中国最大的国家级野生动物园，动物可自由漫步在模拟自然的环境中，可以乘车穿越猛兽区,自然风光
新场古镇,121.655,31.05,浦东新区,上海市浦东新区新场镇,浦东保存最完好的江南水乡古镇，电影《色戒》曾在此取景，洪福桥和第一楼茶园是标志性景点,历史街区
鲁迅故居,121.486,31.273,虹口区,上海市虹口区山阴路132弄9号,鲁迅先生在上海最后的寓所，红砖小楼内保留着鲁迅生前使用的家具和书籍，是追忆文学巨匠的圣地,博物馆/纪念馆
甜爱路,121.487,31.271,虹口区,上海市虹口区甜爱路,上海最浪漫的马路，全长仅520米寓意我爱你，路旁设有爱情邮筒，情侣在此写下爱的誓言盖上特制邮戳,历史街区
上海音乐谷,121.492,31.258,虹口区,上海市虹口区溧阳路,由老厂房和石库门改造的音乐主题文化区，汇集了LiveHouse、录音棚和音乐工作室，是上海独立音乐的发源地,文化艺术
1933老场坊,121.496,31.258,虹口区,上海市虹口区溧阳路611号,由1933年建造的远东最大宰牲场改造而成的创意园区，独特的无梁楼盖和廊桥结构堪称建筑奇迹,文化艺术
复旦大学,121.503,31.298,杨浦区,上海市杨浦区邯郸路220号,中国最负盛名的百年学府，校园内相辉堂、燕园和光华楼各具风采，梧桐大道秋天铺满金色落叶,高校学府
同济大学,121.508,31.285,杨浦区,上海市杨浦区四平路1239号,以建筑和土木工程闻名的百年名校，校园内三好坞园林和国立柱是标志景观，樱花大道每年春天游人如织,高校学府
大学路,121.514,31.301,杨浦区,上海市杨浦区大学路,复旦和同济之间的文艺小马路，咖啡馆、书店和文创小店林立，是大学师生最爱的休闲街区,高校学府
上海国际时尚中心,121.55,31.275,杨浦区,上海市杨浦区杨树浦路2866号,由原国棉十七厂改造的时尚创意园，保留了锯齿形厂房屋顶，奥特莱斯和设计师品牌店汇聚,购物商圈
新江湾城湿地,121.52,31.335,杨浦区,上海市杨浦区政悦路,上海市区少有的自然湿地公园，有大片芦苇荡和观鸟平台，白鹭和野鸭在湿地中自由栖息,自然风光
玉佛寺,121.441,31.242,普陀区,上海市普陀区安远路170号,上海最著名的佛教寺院之一，以两尊缅甸玉佛闻名，玉佛晶莹剔透工艺精湛，禅寺在闹市中保持一方清净,宗教寺庙
真如寺,121.403,31.256,普陀区,上海市普陀区兰溪路399号,上海保存最完好的元代木结构建筑，大雄宝殿内的元代木构和明代壁画是研究古建筑的珍贵实物,宗教寺庙
上海动漫博物馆,121.438,31.25,普陀区,上海市普陀区宁夏路679号,展示中国动漫发展史的专题博物馆，可以观看经典国产动画片，体验定格动画制作和VR互动,博物馆/纪念馆
桃浦中央绿地,121.37,31.285,普陀区,上海市普陀区桃浦镇,上海北部的大型城市生态公园，山地草坪和水景湿地相结合，是普陀区新兴的户外休闲目的地,城市公园
锦江乐园,121.413,31.115,闵行区,上海市闵行区虹梅路201号,上海最早的大型游乐园，108米高的摩天轮是上海西南的地标，刺激的过山车和旋转木马唤醒童年记忆,主题乐园
召稼楼古镇,121.535,31.085,闵行区,上海市闵行区浦江镇,闵行保存最完整的江南水乡古镇，召稼楼礼园和梅园清幽雅致，召楼羊肉和拆蹄是必尝的本地美食,历史街区
韩湘水博园,121.488,31.052,闵行区,上海市闵行区江川路3800号,以桥文化和水文化为主题的园林，园内汇集了五十多座从各地移建的古桥，每一座桥都承载着历史,文化艺术
罗店古镇,121.34,31.42,宝山区,上海市宝山区罗店镇,宝山最古老的江南水乡，以罗店龙船和彩灯闻名，老街两旁白墙黛瓦的民居保存了水乡古韵,历史街区
上海淞沪抗战纪念馆,121.51,31.416,宝山区,上海市宝山区友谊路1号,纪念两次淞沪抗战的专题纪念馆，临江而建气势恢宏，登塔可远眺长江口和吴淞口,历史遗迹
吴淞口国际邮轮港,121.52,31.412,宝山区,上海市宝山区宝杨路1号,亚洲最大的邮轮母港之一，巨大的邮轮在此停靠出发，是上海海上丝绸之路的起点,建筑地标
上海汽车博物馆,121.228,31.305,嘉定区,上海市嘉定区安亭镇博园路7565号,中国首家专业汽车博物馆，收藏了从古董车到现代超跑的数百辆经典车型，老爷车巡游是特色体验,博物馆/纪念馆
秋霞圃,121.252,31.388,嘉定区,上海市嘉定区嘉定镇东大街314号,上海五大古典园林之一，始建于明代，以秋日红枫和精巧的亭台楼阁闻名，是嘉定最美的园林,城市公园
州桥老街,121.25,31.387,嘉定区,上海市嘉定区嘉定镇州桥老街,嘉定保存最完好的历史街区，法华塔和嘉定孔庙是标志性景点，老街上的南翔小笼最为正宗,历史街区
金山嘴渔村,121.415,30.715,金山区,上海市金山区山阳镇金山嘴渔村,上海最后的渔村，渔船码头和渔家民宿保留了原生态的渔民生活，海鲜一条街上的渔家菜鲜美无比,特色村落
花开海上生态园,121.22,30.78,金山区,上海市金山区朱泾镇,上海最大的花海主题公园，占地400亩，四季花海不断变换，春季郁金香和秋季格桑花海尤为壮观,城市公园
泰晤士小镇,121.183,31.042,松江区,上海市松江区三新北路900弄,仿英伦风格的小镇，红色电话亭和哥特式教堂极具异国情调，是婚纱摄影和网红打卡的热门地,宗教寺庙
醉白池,121.23,31.005,松江区,上海市松江区人民南路64号,上海五大古典园林之一，始建于宋代，以水池和碑刻闻名，园内百年古树参天环境清幽,城市公园
辰山植物园,121.183,31.08,松江区,上海市松江区辰花公路3888号,华东最大的植物园，矿坑花园和三大温室是其特色，春季樱花大道和郁金香花海美不胜收,自然风光
方塔园,121.245,31.01,松江区,上海市松江区中山东路235号,以宋代方塔为核心的古典园林，方塔高42米九级八面气势恢宏，周围保留明代照壁和清代天妃宫,城市公园
上海影视乐园,121.31,31.006,松江区,上海市松江区车墩镇,以老上海风情为主题的影视基地，有轨电车和石库门弄堂再现了三十年代上海滩的繁华，多部影视剧在此取景,主题乐园
蟠龙天地,121.27,31.185,青浦区,上海市青浦区蟠龙路,由千年水乡蟠龙古镇改造而成的网红商业街区，保留古桥和寺庙的同时融入时尚餐饮和设计师店铺,宗教寺庙
崧泽遗址博物馆,121.175,31.152,青浦区,上海市青浦区崧泽村,展示上海六千年历史的新石器时代遗址博物馆，是上海历史文化之根，出土了大量珍贵文物,历史遗迹
曲水园,121.115,31.152,青浦区,上海市青浦区公园路612号,上海五大古典园林之一，始建于清代乾隆年间，以二十四景和红梅闻名，灵园和得月轩最为雅致,城市公园
上海之鱼,121.5,30.93,奉贤区,上海市奉贤区南桥新城,奉贤新城的金鱼形人工湖，湖心岛上建有奉贤博物馆和城市规划馆，环湖绿道适合骑行和亲子休闲,城市公园
古华园,121.47,30.92,奉贤区,上海市奉贤区南桥镇,奉贤最大的江南风格园林，园内有照壁和古桥等仿古建筑，秋季园内红叶和银杏交相辉映,城市公园
西沙湿地,121.225,31.73,崇明区,上海市崇明区绿华镇,崇明岛上最美的湿地公园，木栈道蜿蜒穿过芦苇荡，秋季芦花如雪候鸟成群，日落时分的湿地景色令人陶醉,自然风光
崇明学宫,121.405,31.63,崇明区,上海市崇明区城桥镇鳌山路696号,崇明岛上的古代学府，始建于元代，现存明清建筑群庄严肃穆，是崇明历史文化的象征,自然风光
东平国家森林公园,121.5,31.66,崇明区,上海市崇明区北沿公路,崇明岛上的大型森林公园，拥有茂密的森林和湿地生态，烧烤露营和森林骑行是最受欢迎的项目,自然风光
